barcode,path,nac_path,mat_path,amb_path,time,sex,tissue,viallabel,pid,calculated.variables.pct_body_fat_change,calculated.variables.pct_body_lean_change,calculated.variables.pct_body_fluid_change,calculated.variables.lactate_change_dueto_train,calculated.variables.vo2_max_change,calculated.variables.coll_time_train,calculated.variables.deathtime_after_train,calculated.variables.frozetime_after_train
SRR25251399,/tolva/rat_attack/rat/count_matrices_SRR25251399/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251399/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251399/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251399/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,blood,90444013001,42,,,,,,182466,182833,189720
SRR25251400,/tolva/rat_attack/rat/count_matrices_SRR25251400/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251400/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251400/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251400/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,smlint,90581016702,26,,,,,,179644,179406,179756
SRR25251401,/tolva/rat_attack/rat/count_matrices_SRR25251401/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251401/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251401/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251401/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,lung,90239016603,14,1.1,-1.2,0.0,9.0,4.95,181216,181216,181299
SRR25251402,/tolva/rat_attack/rat/count_matrices_SRR25251402/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251402/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251402/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251402/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,lung,90237016603,15,1.7,-0.8,0.2,6.2,-6.16,178300,178300,178365
SRR25251403,/tolva/rat_attack/rat/count_matrices_SRR25251403/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251403/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251403/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251403/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,female,blood,90416013001,38,-2.2,-0.1,-0.7,9.4,0.62,178657,178949,186568
SRR25251404,/tolva/rat_attack/rat/count_matrices_SRR25251404/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251404/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251404/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251404/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,lung,90232016603,16,0.0,1.2,0.2,8.1,-0.48,177334,177320,177400
SRR25251405,/tolva/rat_attack/rat/count_matrices_SRR25251405/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251405/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251405/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251405/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,lung,90229016603,17,0.0,-1.8,-0.4,5.0,-2.05,182229,182221,182295
SRR25251406,/tolva/rat_attack/rat/count_matrices_SRR25251406/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251406/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251406/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251406/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,ovary,90266016402,4,4.1,-5.2,0.0,5.6,-14.17,181645,181366,181797
SRR25251407,/tolva/rat_attack/rat/count_matrices_SRR25251407/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251407/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251407/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251407/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,female,ovary,90265016402,6,1.8,-2.8,-0.4,12.7,-15.46,180420,180112,180581
SRR25251408,/tolva/rat_attack/rat/count_matrices_SRR25251408/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251408/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251408/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251408/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,lung,90222016603,45,-5.8,4.6,-0.6,4.5,14.54,180633,180624,180695
SRR25251409,/tolva/rat_attack/rat/count_matrices_SRR25251409/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251409/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251409/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251409/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,lung,90218016603,22,-4.9,-5.0,-1.5,6.0,8.72,179539,179539,179629
SRR25251410,/tolva/rat_attack/rat/count_matrices_SRR25251410/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251410/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251410/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251410/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,lung,90217016603,23,1.8,6.9,1.6,7.7,-1.0,169279,169279,169407
SRR25251411,/tolva/rat_attack/rat/count_matrices_SRR25251411/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251411/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251411/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251411/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,ovary,90587016402,24,,,,,,181050,180787,181104
SRR25251412,/tolva/rat_attack/rat/count_matrices_SRR25251412/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251412/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251412/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251412/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,ovary,90585016402,25,,,,,,183182,182963,183250
SRR25251413,/tolva/rat_attack/rat/count_matrices_SRR25251413/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251413/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251413/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251413/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,female,blood,90412013001,39,-0.4,0.3,0.2,9.4,7.51,179708,180047,187413
SRR25251414,/tolva/rat_attack/rat/count_matrices_SRR25251414/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251414/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251414/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251414/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,ovary,90581016402,26,,,,,,179665,179406,179730
SRR25251415,/tolva/rat_attack/rat/count_matrices_SRR25251415/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251415/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251415/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251415/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,ovary,90578016402,27,,,,,,184097,183872,184165
SRR25251416,/tolva/rat_attack/rat/count_matrices_SRR25251416/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251416/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251416/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251416/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,ovary,90576016402,32,,,,,,181662,181453,181770
SRR25251417,/tolva/rat_attack/rat/count_matrices_SRR25251417/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251417/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251417/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251417/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,ovary,90571016402,0,,,,,,182917,182672,182983
SRR25251418,/tolva/rat_attack/rat/count_matrices_SRR25251418/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251418/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251418/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251418/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,ovary,90567016402,33,,,,,,171390,171137,171492
SRR25251419,/tolva/rat_attack/rat/count_matrices_SRR25251419/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251419/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251419/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251419/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,ovary,90564016402,34,,,,,,182738,182538,182805
SRR25251420,/tolva/rat_attack/rat/count_matrices_SRR25251420/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251420/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251420/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251420/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,ovary,90560016402,3,,,,,,168675,168361,168708
SRR25251421,/tolva/rat_attack/rat/count_matrices_SRR25251421/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251421/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251421/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251421/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,ovary,90559016402,5,,,,,,179952,179663,180049
SRR25251422,/tolva/rat_attack/rat/count_matrices_SRR25251422/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251422/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251422/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251422/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,female,ovary,90420016402,37,-0.4,2.2,0.2,8.3,1.12,183619,183403,183677
SRR25251423,/tolva/rat_attack/rat/count_matrices_SRR25251423/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251423/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251423/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251423/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,female,ovary,90416016402,38,-2.2,-0.1,-0.7,9.4,0.62,179160,178949,179218
SRR25251424,/tolva/rat_attack/rat/count_matrices_SRR25251424/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251424/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251424/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251424/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,female,blood,90410013001,40,-0.8,2.0,-0.1,12.8,1.92,183180,183465,190441
SRR25251425,/tolva/rat_attack/rat/count_matrices_SRR25251425/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251425/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251425/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251425/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,smlint,90223016702,46,-5.4,3.6,-0.3,6.2,18.35,182411,182114,182614
SRR25251426,/tolva/rat_attack/rat/count_matrices_SRR25251426/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251426/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251426/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251426/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,smlint,90222016702,45,-5.8,4.6,-0.6,4.5,14.54,180890,180624,181065
SRR25251427,/tolva/rat_attack/rat/count_matrices_SRR25251427/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251427/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251427/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251427/quants_unfiltered_ambiguous/abundance_1/abundance.h5,8,male,smlint,90218016702,22,-4.9,-5.0,-1.5,6.0,8.72,179911,179539,179998
SRR25251428,/tolva/rat_attack/rat/count_matrices_SRR25251428/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251428/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251428/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251428/quants_unfiltered_ambiguous/abundance_1/abundance.h5,0,male,smlint,90217016702,23,1.8,6.9,1.6,7.7,-1.0,169636,169279,169725
SRR25251429,/tolva/rat_attack/rat/count_matrices_SRR25251429/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251429/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251429/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251429/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,lung,90587016603,24,,,,,,180787,180787,180853
SRR25251430,/tolva/rat_attack/rat/count_matrices_SRR25251430/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251430/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251430/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251430/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,lung,90585016603,25,,,,,,182963,182963,183021
SRR25251431,/tolva/rat_attack/rat/count_matrices_SRR25251431/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251431/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251431/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251431/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,blood,90423013002,21,,,,,,182123,182474,189360
SRR25251432,/tolva/rat_attack/rat/count_matrices_SRR25251432/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251432/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251432/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251432/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,lung,90581016603,26,,,,,,179406,179406,179487
SRR25251433,/tolva/rat_attack/rat/count_matrices_SRR25251433/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251433/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251433/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251433/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,female,lung,90578016603,27,,,,,,183872,183872,183947
SRR25251434,/tolva/rat_attack/rat/count_matrices_SRR25251434/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251434/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251434/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251434/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,female,lung,90406016603,48,-0.7,2.5,0.3,6.5,3.88,178922,178922,178973
SRR25251435,/tolva/rat_attack/rat/count_matrices_SRR25251435/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251435/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251435/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251435/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,lung,90292016603,28,-1.7,2.9,-0.1,9.7,1.99,183292,183292,183346
SRR25251436,/tolva/rat_attack/rat/count_matrices_SRR25251436/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251436/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251436/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251436/quants_unfiltered_ambiguous/abundance_1/abundance.h5,4,male,lung,90289016603,1,3.2,-1.4,0.5,8.8,0.61,179551,179551,179617
SRR25251437,/tolva/rat_attack/rat/count_matrices_SRR25251437/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251437/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251437/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251437/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,lung,90564016603,34,,,,,,182538,182538,182607
SRR25251438,/tolva/rat_attack/rat/count_matrices_SRR25251438/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251438/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251438/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251438/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,lung,90560016603,3,,,,,,168361,168361,168425
SRR25251439,/tolva/rat_attack/rat/count_matrices_SRR25251439/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251439/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251439/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251439/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,female,lung,90559016603,5,,,,,,179663,179663,179743
SRR25251440,/tolva/rat_attack/rat/count_matrices_SRR25251440/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251440/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251440/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251440/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,lung,90450016603,44,,,,,,183160,183160,183224
SRR25251441,/tolva/rat_attack/rat/count_matrices_SRR25251441/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251441/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251441/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251441/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,lung,90449016603,43,,,,,,181978,181978,182051
SRR25251442,/tolva/rat_attack/rat/count_matrices_SRR25251442/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251442/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251442/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251442/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,blood,90422013002,35,,,,,,180870,181293,188100
SRR25251443,/tolva/rat_attack/rat/count_matrices_SRR25251443/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251443/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251443/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251443/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,lung,90444016603,42,,,,,,182833,182833,182924
SRR25251444,/tolva/rat_attack/rat/count_matrices_SRR25251444/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251444/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251444/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251444/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,lung,90441016603,41,,,,,,179187,179187,179247
SRR25251445,/tolva/rat_attack/rat/count_matrices_SRR25251445/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251445/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251445/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251445/quants_unfiltered_ambiguous/abundance_1/abundance.h5,2,male,lung,90439016603,47,,,,,,183141,183141,183212
SRR25251446,/tolva/rat_attack/rat/count_matrices_SRR25251446/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251446/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251446/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251446/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,lung,90430016603,49,,,,,,184049,184049,184115
SRR25251447,/tolva/rat_attack/rat/count_matrices_SRR25251447/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251447/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251447/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251447/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,lung,90426016603,20,,,,,,179250,179250,179310
SRR25251448,/tolva/rat_attack/rat/count_matrices_SRR25251448/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251448/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251448/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251448/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,lung,90423016603,21,,,,,,182474,182474,182544
SRR25251449,/tolva/rat_attack/rat/count_matrices_SRR25251449/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251449/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251449/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251449/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,adrnl,90430016002,49,,,,,,184122,184049,184194
SRR25251450,/tolva/rat_attack/rat/count_matrices_SRR25251450/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251450/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251450/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251450/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,adrnl,90426016002,20,,,,,,179304,179250,179410
SRR25251451,/tolva/rat_attack/rat/count_matrices_SRR25251451/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251451/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251451/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251451/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,adrnl,90423016002,21,,,,,,182567,182474,182673
SRR25251452,/tolva/rat_attack/rat/count_matrices_SRR25251452/quants_unfiltered_boot/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251452/quants_unfiltered_nascent/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251452/quants_unfiltered_mature/abundance_1/abundance.h5,/tolva/rat_attack/rat/count_matrices_SRR25251452/quants_unfiltered_ambiguous/abundance_1/abundance.h5,1,male,adrnl,90422016002,35,,,,,,181372,181293,181506
